0.184492 0.287994 0.440083 0.518478 
0.507607 0.227949 0.445595 0.506915 
0.611003 0.542527 0.399771 0.475772 
0.656584 0.473381 0.454344 0.505535 
0.458358 0.571161 0.507547 0.494138 
0.943159 0.564279 0.503974 0.483033 
0.992898 0.416147 0.517898 0.505021 
0.0758192 0.577967 0.450726 0.468005 
0.151176 0.794195 0.58267 0.50542 
0.631772 0.589478 0.529808 0.509189 
0.00228955 0.478959 0.647311 0.463167 
0.444546 0.475719 0.477098 0.509507 
0.816001 0.463706 0.422464 0.507997 
0.857142 0.435714 0.69609 0.511396 
0.3189 0.695236 0.525729 0.488488 
0.539764 0.353869 0.386602 0.454163 
0.85655 0.467091 0.509142 0.455158 
0.516728 0.495099 0.430515 0.505651 
0.760259 0.219774 0.577461 0.507207 
0.0939125 0.830708 0.492872 0.535219 
0.552354 0.119054 0.554495 0.48433 
0.998628 0.468529 0.307027 0.541957 
0.981127 0.772801 0.416664 0.534303 
0.245817 0.80625 0.422534 0.500135 
0.86551 0.630691 0.485712 0.470461 
0.522142 0.593738 0.477732 0.512071 
0.545328 0.549779 0.502303 0.537777 
0.113903 0.32227 0.36669 0.456329 
0.374873 0.435136 0.4912 0.507983 
0.0669542 0.896156 0.493441 0.464793 
0.217704 0.3373 0.517754 0.521909 
0.086468 0.413788 0.506661 0.521096 
0.175599 0.861806 0.637357 0.515523 
0.260557 0.497899 0.447586 0.47165 
0.238728 0.884355 0.425871 0.527217 
0.33534 0.726328 0.528044 0.480358 
0.69256 0.752553 0.648619 0.485328 
0.678261 0.747871 0.468248 0.492019 
0.732202 0.782607 0.607386 0.451965 
0.249244 0.600971 0.619517 0.54846 
0.880155 0.0895735 0.574425 0.540025 
0.0695555 0.195586 0.578808 0.552976 
0.911643 0.628473 0.533708 0.461233 
0.6645 0.357292 0.500091 0.451911 
0.607235 0.451186 0.711146 0.473161 
0.974736 0.406533 0.439184 0.455901 
0.391531 0.124382 0.62414 0.486025 
0.687452 0.785019 0.539103 0.497935 
0.636558 0.0847016 0.530321 0.479517 
0.233936 0.178758 0.444047 0.517186 
0.517285 0.639949 0.424178 0.470689 
0.830708 0.228533 0.423348 0.485775 
0.579621 0.60506 0.375124 0.531613 
0.995377 0.427494 0.356681 0.499621 
0.38831 0.271713 0.310531 0.468328 
0.430395 0.141453 0.668912 0.494017 
0.709775 0.375677 0.475441 0.527882 
0.260688 0.603166 0.449644 0.537248 
0.190837 0.35077 0.336734 0.419912 
0.712198 0.316457 0.442629 0.527486 
0.312923 0.648697 0.611716 0.515692 
0.803442 0.431532 0.445845 0.490071 
0.954811 0.952014 0.400342 0.474807 
0.299045 0.560369 0.608171 0.476842 
0.203206 0.742445 0.404551 0.541551 
0.78496 0.634215 0.533548 0.444013 
0.118406 0.619851 0.420623 0.52232 
0.803297 0.476404 0.490765 0.544396 
0.582088 0.683994 0.559132 0.536435 
0.672416 0.412034 0.380895 0.521333 
0.885484 0.669166 0.509064 0.522061 
0.852903 0.511548 0.395921 0.450306 
0.118126 0.676357 0.451819 0.524062 
0.523102 0.348362 0.502165 0.500408 
0.699753 0.0351237 0.500784 0.474331 
0.426997 0.49217 0.542546 0.480762 
0.110017 0.357427 0.473833 0.494092 
0.50145 0.198972 0.419053 0.531679 
0.982533 0.28195 0.462692 0.571722 
0.716073 0.157646 0.487891 0.488311 
0.0998147 0.0584597 0.469765 0.523428 
0.0892309 0.649408 0.493056 0.486835 
0.180794 0.152381 0.536 0.463688 
0.400489 0.0495789 0.527123 0.475824 
0.152535 0.663185 0.414851 0.502145 
0.0628641 0.599567 0.544418 0.496151 
0.0838687 0.621842 0.500973 0.523273 
0.815309 0.550779 0.527475 0.518992 
0.13277 0.296479 0.515422 0.483723 
0.454699 0.123872 0.471437 0.517589 
0.0704766 0.552833 0.627611 0.508446 
0.0272676 0.108083 0.476985 0.474325 
0.201962 0.578593 0.404905 0.482395 
0.678469 0.887897 0.481013 0.481016 
0.565256 0.526256 0.316916 0.491062 
0.510094 0.618931 0.549458 0.484721 
0.0391816 0.274145 0.619004 0.486181 
0.355198 0.59948 0.56458 0.499801 
0.48287 0.620872 0.5254 0.528075 
0.5179 0.702999 0.556445 0.474401 
0.154683 0.613986 0.60652 0.527723 
0.47808 0.843014 0.517719 0.435596 
0.128339 0.74537 0.445202 0.448874 
0.104541 0.394699 0.507474 0.46867 
0.414161 0.704771 0.467457 0.503996 
0.0381476 0.38567 0.309275 0.483158 
0.0589226 0.588057 0.490551 0.508262 
0.232607 0.644554 0.352424 0.468204 
0.411176 0.659962 0.470887 0.46058 
0.512745 0.437517 0.446469 0.491193 
0.293686 0.387711 0.487891 0.518125 
0.803204 0.559986 0.443546 0.496672 
0.598001 0.344284 0.517248 0.508962 
0.393391 0.264809 0.633619 0.470348 
0.323561 0.658871 0.513825 0.506144 
0.492282 0.388532 0.42518 0.506135 
0.687468 0.440734 0.561739 0.481626 
0.67685 0.555839 0.64862 0.496042 
0.3129 0.401659 0.366616 0.503349 
0.807624 0.876332 0.620375 0.476099 
0.440039 0.507194 0.557819 0.506936 
0.723121 0.267722 0.515493 0.534898 
0.222435 0.928347 0.550432 0.552881 
0.120618 0.0368929 0.506426 0.505991 
0.815075 0.433084 0.426042 0.444375 
0.637405 0.273874 0.473035 0.50947 
0.196262 0.547129 0.416227 0.491353 
0.947726 0.441695 0.4144 0.461444 
0.950513 0.942265 0.479143 0.503085 
0.182353 0.106925 0.356181 0.514814 
0.158824 0.821155 0.421307 0.515625 
0.358514 0.485325 0.597195 0.493843 
0.492004 0.286177 0.477826 0.528089 
0.775462 0.7589 0.533012 0.507618 
0.222313 0.393664 0.485627 0.498039 
0.00192683 0.960566 0.420009 0.529245 
0.466064 0.362925 0.553854 0.516701 
0.259135 0.355828 0.37867 0.487123 
0.114849 0.426317 0.543812 0.501092 
0.33294 0.668301 0.457582 0.493871 
0.820447 0.578324 0.681041 0.502579 
0.513732 0.751104 0.40776 0.487343 
0.653177 0.588227 0.587337 0.499553 
0.682096 0.835389 0.542588 0.492982 
0.671365 0.790745 0.626461 0.539368 
0.564096 0.552006 0.406275 0.560156 
0.392351 0.371213 0.393161 0.54811 
0.865992 0.660784 0.395391 0.459919 
0.527358 0.672503 0.461806 0.484989 
0.336141 0.365348 0.567746 0.484091 
0.424373 0.468019 0.538097 0.482094 
0.144265 0.38339 0.36049 0.461535 
0.72364 0.858598 0.409177 0.469081 
0.661814 0.867479 0.598322 0.55711 
0.147438 0.273089 0.45914 0.50666 
0.0758254 0.579348 0.650527 0.501951 
0.012121 0.48329 0.450007 0.46001 
0.299193 0.104182 0.551816 0.523803 
0.310274 0.550666 0.55859 0.547344 
0.833257 0.853952 0.313292 0.512756 
0.818626 0.833373 0.615929 0.466891 
0.701875 0.328802 0.715721 0.526179 
0.218877 0.32581 0.450976 0.4861 
0.949731 0.784032 0.53683 0.496072 
0.801098 0.643582 0.544674 0.511418 
0.891627 0.500426 0.40758 0.478084 
0.486288 0.516148 0.351161 0.548181 
0.479165 0.667835 0.426108 0.476685 
0.815856 0.356426 0.323159 0.521514 
0.19539 0.284581 0.360338 0.519211 
0.764203 0.224124 0.416497 0.545406 
0.860592 0.315889 0.542894 0.507264 
0.611867 0.360303 0.51715 0.514217 
0.718037 0.710006 0.565172 0.456115 
0.51627 0.501898 0.450194 0.481926 
0.135876 0.42057 0.407017 0.450901 
0.00788997 0.26321 0.728032 0.511286 
0.433118 0.407894 0.478187 0.52263 
0.91855 0.397244 0.379996 0.533414 
0.85149 0.313742 0.40824 0.489427 
0.0405257 0.674064 0.410552 0.443065 
0.663729 0.153064 0.448049 0.506011 
0.588593 0.364492 0.640568 0.546109 
0.28661 0.188499 0.357063 0.493479 
0.772482 0.331817 0.481716 0.501695 
0.754253 0.485952 0.537564 0.481024 
0.0799227 0.418074 0.366514 0.53723 
0.429254 0.837277 0.481087 0.467807 
0.883461 0.388516 0.563597 0.504083 
0.942253 0.453713 0.433132 0.492503 
0.306717 0.518427 0.365418 0.544326 
0.238692 0.547 0.609574 0.496981 
0.688401 0.423453 0.707438 0.520706 
0.150297 0.589134 0.589294 0.485547 
0.500772 0.473948 0.468496 0.512095 
0.586237 0.5822 0.428775 0.504354 
0.290559 0.610934 0.481356 0.513558 
0.733664 0.456135 0.456142 0.517108 
0.510034 0.54447 0.395193 0.467467 
0.289569 0.456533 0.46793 0.559875 
0.724967 0.716122 0.470018 0.512921 
0.526357 0.426436 0.387416 0.496009 
0.629409 0.429278 0.424116 0.446183 
0.810646 0.906753 0.511754 0.477009 
0.319855 0.646327 0.595061 0.508425 
0.990737 0.497094 0.416616 0.481112 
0.458168 0.467128 0.50579 0.498219 
0.468312 0.293242 0.638239 0.449774 
0.332149 0.596113 0.445656 0.487578 
0.342573 0.284157 0.394685 0.517221 
0.0959835 0.780034 0.314785 0.488938 
0.949258 0.3975 0.446911 0.519414 
0.0241774 0.413178 0.597614 0.559869 
0.421983 0.392243 0.470653 0.470928 
0.256861 0.432805 0.414327 0.474419 
0.0416406 0.296955 0.45572 0.475806 
0.662358 0.760134 0.44775 0.494285 
0.3213 0.90953 0.318373 0.486903 
0.376411 0.69452 0.452692 0.491728 
0.95235 0.385895 0.675815 0.517987 
0.94839 0.599688 0.510959 0.472739 
0.654443 0.745981 0.508055 0.529634 
0.635958 0.477234 0.546887 0.519478 
0.420766 0.580472 0.480941 0.475447 
0.746865 0.69424 0.596555 0.504268 
0.43102 0.540838 0.617939 0.504169 
0.993795 0.354426 0.517465 0.504757 
0.759235 0.885705 0.618342 0.528776 
0.85138 0.455156 0.436047 0.519923 
